date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:13:17	533/533	---M--	200	added ('OK')	image/gif	etag:%22105c7d0-215-4220675106700%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c11.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c11.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:18	6651/6651	---M--	200	added ('OK')	text/html	etag:%22105c825-19fb-434de530408c0%22	http://www.damodara.de/english/html/artists.htm	www.damodara.de/english/html/artists.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:19	332/332	---M--	200	added ('OK')	image/gif	etag:%22105c7da-14c-42206751fa940%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c13.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c13.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:19	5144/5144	---M--	200	added ('OK')	text/html	etag:%22105c800-1418-434de8afc0980%22	http://www.damodara.de/english/html/links.htm	www.damodara.de/english/html/links.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:20	352/352	---M--	200	added ('OK')	image/gif	etag:%22105c7f1-160-42206751fa940%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c15.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c15.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:20	1917/1917	---M--	200	added ('OK')	text/html	etag:%22105c801-77d-434de53505400%22	http://www.damodara.de/english/html/downloads.htm	www.damodara.de/english/html/downloads.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:21	513/513	---M--	200	added ('OK')	image/gif	etag:%22105c7cf-201-42206752eeb80%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c16.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c16.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:22	1589/1589	---M--	200	added ('OK')	text/html	etag:%22105c7fe-635-435a434c3d2c0%22	http://www.damodara.de/english/html/index_mini_rathayatra.htm	www.damodara.de/english/html/index_mini_rathayatra.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:23	16685/16685	---M--	200	added ('OK')	image/gif	etag:%22105e2ac-412d-435a433ee3340%22	http://www.damodara.de/english/images/new.gif	www.damodara.de/english/images/new.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:23	6440/6440	---M--	200	added ('OK')	text/html	etag:%22105c81f-1928-434de8bc266c0%22	http://www.damodara.de/english/html/universalove.htm	www.damodara.de/english/html/universalove.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:24	14165/14165	---M--	200	added ('OK')	text/html	etag:%22105c804-3755-434de534111c0%22	http://www.damodara.de/english/html/childrights.htm	www.damodara.de/english/html/childrights.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:24	2965/2965	---M--	200	added ('OK')	image/gif	etag:%22103637b-b95-4ea9989f0d400%22	http://www.damodara.de/espaniol/images/Facebook_Logo.gif	www.damodara.de/espaniol/images/Facebook_Logo.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:25	1087/1087	---M--	200	added ('OK')	image/gif	etag:%2210345fd-43f-434c79348ca40%22	http://www.damodara.de/espaniol/images/little_bird.gif	www.damodara.de/espaniol/images/little_bird.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:25	6099/6099	---M--	200	added ('OK')	image/gif	etag:%2210345e9-17d3-434c7923621c0%22	http://www.damodara.de/espaniol/images/kr.gif	www.damodara.de/espaniol/images/kr.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:26	5749/5749	---M--	200	added ('OK')	image/gif	etag:%221034622-1675-434c65a3da140%22	http://www.damodara.de/espaniol/images/bala.gif	www.damodara.de/espaniol/images/bala.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:27	43/43	---M--	200	added ('OK')	image/gif	etag:%22105e2d7-2b-417dd50f09d00%22	http://www.damodara.de/english/images/nav_eng/spacer.gif	www.damodara.de/english/images/nav_eng/spacer.gif	(from http://www.damodara.de/english/nav_eng.htm)
